,사고지역관리번호,사고연도,사고유형구분,위치코드,사고다발지역시도시군구,사고지역위치명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,위도,경도
0,2013098,2012,보행노인,11470002,서울특별시 양천구2,서울특별시 양천구 신정동(신정3평화은행 부근),3,4,1,2,1,0,37.51735244,126.8535534
1,2013098,2012,보행노인,11500001,서울특별시 강서구1,서울특별시 강서구 화곡동(홍익병원앞_등촌로_진입_1 부근),3,3,0,1,2,0,37.53066506,126.8638752
2,2013098,2012,보행노인,11500002,서울특별시 강서구2,서울특별시 강서구 화곡동(강서구청입구 부근),3,3,0,2,1,0,37.55611254,126.8524095
3,2013098,2012,보행노인,11500003,서울특별시 강서구3,서울특별시 강서구 화곡동(화곡사거리 부근),4,4,0,2,2,0,37.53071507,126.8472849
4,2013098,2012,보행노인,11500004,서울특별시 강서구4,서울특별시 강서구 염창동(태진빌딩 부근),4,4,0,2,2,0,37.54696806,126.8760467
5,2013098,2012,보행노인,11500005,서울특별시 강서구5,서울특별시 강서구 내발산동(우장산역 부근),5,6,0,3,3,0,37.54813679,126.8347136
6,2013098,2012,보행노인,11380003,서울특별시 은평구3,서울특별시 은평구 불광동(불광동라비앙프라자 부근),3,3,1,0,2,0,37.61257381,126.9320467
7,2013098,2012,보행노인,11380004,서울특별시 은평구4,서울특별시 은평구 증산동(청솔식당 부근),3,3,1,2,0,0,37.57901618,126.9008894
8,2013098,2012,보행노인,11380005,서울특별시 은평구5,서울특별시 은평구 녹번동(선학수련원 부근),4,4,0,0,3,1,37.60163346,126.9285366
9,2013098,2012,보행노인,11380006,서울특별시 은평구6,서울특별시 은평구 신사동(신사사거리 부근),4,5,0,1,3,1,37.5961848,126.9088059
10,2013098,2012,보행노인,11380007,서울특별시 은평구7,서울특별시 은평구 대조동(역촌사거리 부근),4,4,0,2,2,0,37.6084625,126.9198475
11,2013098,2012,보행노인,11380008,서울특별시 은평구8,서울특별시 은평구 불광동(지현한방병원 부근),4,5,0,2,2,1,37.62542943,126.92014
12,2013098,2012,보행노인,11380009,서울특별시 은평구9,서울특별시 은평구 불광동(연천초교길-연서로진입로 부근),4,4,0,3,1,0,37.62146747,126.92609
13,2013098,2012,보행노인,11380010,서울특별시 은평구10,서울특별시 은평구 대조동(대조.불광시장 부근),5,8,0,5,3,0,37.6086826,126.9266134
14,2013098,2012,보행노인,11380011,서울특별시 은평구11,서울특별시 은평구 불광동(불광전화국앞 부근),5,7,1,4,1,1,37.61259233,126.9282919
15,2013098,2012,보행노인,11380012,서울특별시 은평구12,서울특별시 은평구 대조동(신한은행연신내지점 부근),7,9,1,2,6,0,37.61928565,126.9212464
16,2013098,2012,보행노인,11410001,서울특별시 서대문구1,서울특별시 서대문구 홍제동(충만한교회 부근),3,3,0,2,1,0,37.5935531,126.947674
17,2013098,2012,보행노인,11410002,서울특별시 서대문구2,서울특별시 서대문구 남가좌동(중암교사거리 부근),3,3,0,2,1,0,37.57282051,126.9220593
18,2013098,2012,보행노인,11410003,서울특별시 서대문구3,서울특별시 서대문구 홍은동(홍은사거리_의주로_진출 부근),5,5,0,4,1,0,37.59124218,126.941809
19,2013098,2012,보행노인,11410004,서울특별시 서대문구4,서울특별시 서대문구 창천동(신촌로터리_일반국도6호선_진출_ 부근),5,5,0,5,0,0,37.55545917,126.9357684
20,2013098,2012,보행노인,11440001,서울특별시 마포구1,서울특별시 마포구 아현동(굴레방다리_일반국도6호선_진출 부근),3,3,2,1,0,0,37.55768936,126.9557461
21,2013098,2012,보행노인,11440002,서울특별시 마포구2,서울특별시 마포구 신수동(우마카서비스 부근),4,4,0,4,0,0,37.55031855,126.9324304
22,2013098,2012,보행노인,11305003,서울특별시 강북구3,서울특별시 강북구 미아동(방천시장입구 부근),7,7,0,5,2,0,37.61222277,127.0347051
23,2013098,2012,보행노인,11320001,서울특별시 도봉구1,서울특별시 도봉구 방학동(LG대경주유소 부근),3,3,0,1,2,0,37.66530523,127.042843
24,2013098,2012,보행노인,11320002,서울특별시 도봉구2,서울특별시 도봉구 창동(창동역서측 부근),3,3,0,2,1,0,37.65377138,127.0461128
25,2013098,2012,보행노인,11320003,서울특별시 도봉구3,서울특별시 도봉구 쌍문동(숭미초교 부근),3,3,0,2,1,0,37.65039312,127.0278802
26,2013098,2012,보행노인,11320004,서울특별시 도봉구4,서울특별시 도봉구 도봉동(온누리도봉약국 부근),3,3,0,3,0,0,37.67679876,127.0448719
27,2013098,2012,보행노인,11320005,서울특별시 도봉구5,서울특별시 도봉구 창동(창원초교 부근),3,3,0,3,0,0,37.65230415,127.0413923
28,2013098,2012,보행노인,11320006,서울특별시 도봉구6,서울특별시 도봉구 방학동(아람미술놀이방 부근),4,4,0,3,1,0,37.6689518,127.0332732
29,2013098,2012,보행노인,11320007,서울특별시 도봉구7,서울특별시 도봉구 방학동(동부센트리빌아파트 부근),6,6,1,4,1,0,37.66286357,127.0400351
30,2013098,2012,보행노인,11350001,서울특별시 노원구1,서울특별시 노원구 하계동(한성여객(주) 부근),3,3,0,0,3,0,37.63790898,127.0714619
31,2013098,2012,보행노인,11350002,서울특별시 노원구2,서울특별시 노원구 월계동(월계4동사무소앞 부근),3,3,0,2,1,0,37.63170214,127.0611846
32,2013098,2012,보행노인,11350003,서울특별시 노원구3,서울특별시 노원구 공릉동(공릉역 부근),3,3,0,2,1,0,37.62513844,127.0731473
33,2013098,2012,보행노인,11350004,서울특별시 노원구4,서울특별시 노원구 상계동(상계초교입구 부근),4,4,0,1,3,0,37.6571255,127.0666087
34,2013098,2012,보행노인,11350005,서울특별시 노원구5,서울특별시 노원구 상계동(상계벽산아파트101동 부근),4,4,0,3,1,0,37.65941766,127.0717682
35,2013098,2012,보행노인,11350006,서울특별시 노원구6,서울특별시 노원구 월계동(월계초교앞 부근),4,4,0,4,0,0,37.62550656,127.0513406
36,2013098,2012,보행노인,11380001,서울특별시 은평구1,서울특별시 은평구 수색동(수색차량사무소입구 부근),2,2,2,0,0,0,37.5889542,126.884939
37,2013098,2012,보행노인,11380002,서울특별시 은평구2,서울특별시 은평구 갈현동(길마독사거리 부근),3,3,0,3,0,0,37.61526123,126.9178687
38,2013099,2012,자전거,27290001,대구광역시 달서구1,대구광역시 달서구 상인동(전기공사 부근),4,4,0,1,2,1,35.8146881,128.5348289
39,2013098,2012,보행노인,11260002,서울특별시 중랑구2,서울특별시 중랑구 상봉동(한일써너스빌리젠시2 부근),3,3,1,1,1,0,37.59846342,127.0939661
40,2013098,2012,보행노인,11260003,서울특별시 중랑구3,서울특별시 중랑구 신내동(중랑구청사거리 부근),4,4,0,2,2,0,37.60681972,127.0947748
41,2013098,2012,보행노인,11260004,서울특별시 중랑구4,서울특별시 중랑구 면목동(동원사거리 부근),4,4,1,2,1,0,37.58947984,127.0928965
42,2013098,2012,보행노인,11260005,서울특별시 중랑구5,서울특별시 중랑구 중화동(대원메디컬빌딩 부근),5,5,0,2,2,1,37.6015389,127.0781444
43,2013098,2012,보행노인,11260006,서울특별시 중랑구6,서울특별시 중랑구 상봉동(우리은행중랑교지점 부근),5,6,1,3,2,0,37.59381421,127.0757533
44,2013098,2012,보행노인,11260007,서울특별시 중랑구7,서울특별시 중랑구 망우동(원동빌딩 부근),6,6,0,4,2,0,37.5994224,127.098716
45,2013098,2012,보행노인,11290001,서울특별시 성북구1,서울특별시 성북구 동소문동7가(흥천사입구 부근),3,3,0,1,2,0,37.59599144,127.015401
46,2013098,2012,보행노인,11290002,서울특별시 성북구2,서울특별시 성북구 석관동(석관동제일은행 부근),3,3,0,3,0,0,37.60633553,127.061388
47,2013098,2012,보행노인,11290003,서울특별시 성북구3,서울특별시 성북구 정릉동(국민은행정릉 부근),3,3,0,3,0,0,37.6087987,127.0099448
48,2013098,2012,보행노인,11290004,서울특별시 성북구4,서울특별시 성북구 안암동3가(제삼주유소 부근),3,3,2,1,0,0,37.5804992,127.0227193
49,2013098,2012,보행노인,11290005,서울특별시 성북구5,서울특별시 성북구 동소문동1가(실과바늘 부근),4,4,0,3,0,1,37.59328284,127.0175849
50,2013098,2012,보행노인,11290006,서울특별시 성북구6,서울특별시 성북구 정릉동(정릉2동 주민센터 부근),4,4,0,3,1,0,37.60530242,127.0113638
51,2013098,2012,보행노인,11290007,서울특별시 성북구7,서울특별시 성북구 하월곡동(생명의전화(종합복지관) 부근),7,7,0,6,0,1,37.6040376,127.0379558
52,2013098,2012,보행노인,11290008,서울특별시 성북구8,서울특별시 성북구 종암동(종암2치안센터 부근),7,7,1,3,3,0,37.60089177,127.0333943
53,2013098,2012,보행노인,11305001,서울특별시 강북구1,서울특별시 강북구 수유동(수유역 부근),3,3,0,2,1,0,37.6379293,127.0249293
54,2013098,2012,보행노인,11305002,서울특별시 강북구2,서울특별시 강북구 수유동((주)월드패션투어 부근),4,4,0,2,2,0,37.64618949,127.0151168
55,2013099,2012,자전거,27260009,대구광역시 수성구9,대구광역시 수성구 황금동(어린이회관네거리 부근),7,7,0,4,3,0,35.84661026,128.6224523
56,2013098,2012,보행노인,11170001,서울특별시 용산구1,서울특별시 용산구 한강로2가(철도건설본부 부근),3,3,0,2,0,1,37.52917496,126.9668147
57,2013098,2012,보행노인,11170002,서울특별시 용산구2,서울특별시 용산구 한남동(순천향병원 부근),3,3,0,2,1,0,37.5334617,127.0044759
58,2013098,2012,보행노인,11170003,서울특별시 용산구3,서울특별시 용산구 이태원동(그랜드하얏트서울호텔 부근),3,3,0,3,0,0,37.54118464,126.9961857
59,2013098,2012,보행노인,11200001,서울특별시 성동구1,서울특별시 성동구 행당동(무학여고앞 부근),3,3,0,2,1,0,37.55834907,127.0326072
60,2013098,2012,보행노인,11200002,서울특별시 성동구2,서울특별시 성동구 도선동(왕십리역_왕십리길_진입_1 부근),4,4,0,4,0,0,37.56157085,127.0351328
61,2013098,2012,보행노인,11215001,서울특별시 광진구1,서울특별시 광진구 구의동(자양사거리_구의로_진출_1 부근),4,4,1,3,0,0,37.53750213,127.085717
62,2013098,2012,보행노인,11215002,서울특별시 광진구2,서울특별시 광진구 구의동(구의사거리 부근),5,5,0,4,1,0,37.54550866,127.0872497
63,2013098,2012,보행노인,11230001,서울특별시 동대문구1,서울특별시 동대문구 답십리동(답십리사거리 부근),4,5,0,1,4,0,37.5718314,127.0574041
64,2013098,2012,보행노인,11230002,서울특별시 동대문구2,서울특별시 동대문구 제기동(식당재료유통할인 부근),4,4,0,3,1,0,37.5827785,127.0399796
65,2013098,2012,보행노인,11230003,서울특별시 동대문구3,서울특별시 동대문구 회기동(회기역앞_회기로_진출_1 부근),4,5,0,3,2,0,37.58994844,127.054378
66,2013098,2012,보행노인,11230004,서울특별시 동대문구4,서울특별시 동대문구 신설동(신설동역_난정로_진입_1 부근),4,4,0,4,0,0,37.57507394,127.0229655
67,2013098,2012,보행노인,11230005,서울특별시 동대문구5,서울특별시 동대문구 제기동(홍파초교후문 부근),4,5,0,4,1,0,37.58632729,127.0404515
68,2013098,2012,보행노인,11230006,서울특별시 동대문구6,서울특별시 동대문구 휘경동(위생병원앞 부근),4,5,1,3,1,0,37.59017101,127.0623521
69,2013098,2012,보행노인,11230007,서울특별시 동대문구7,서울특별시 동대문구 용두동(용두 치안센터 부근),6,6,1,4,1,0,37.57808582,127.0337267
70,2013098,2012,보행노인,11230008,서울특별시 동대문구8,서울특별시 동대문구 청량리동(청량리역_일반국도6호선_진입_1 부근),16,16,0,10,5,1,37.57989479,127.0441026
71,2013098,2012,보행노인,11260001,서울특별시 중랑구1,서울특별시 중랑구 면목동(면목역 부근),3,3,0,2,1,0,37.58902446,127.0874281
72,2013097,2012,보행어린이,48330002,경상남도 양산시2,경상남도 양산시 남부동(삽량초등학교 부근),3,3,0,2,1,0,35.33177153,129.0284962
73,2013097,2012,보행어린이,50110001,제주특별자치도 제주시1,제주특별자치도 제주시 삼도일동(에이스 아트빌 부근),3,3,0,1,2,0,33.50185481,126.5170026
74,2013097,2012,보행어린이,50110002,제주특별자치도 제주시2,제주특별자치도 제주시 도남동(도남초등학교 부근),3,3,0,2,1,0,33.49381508,126.5256046
75,2013097,2012,보행어린이,50110003,제주특별자치도 제주시3,제주특별자치도 제주시 노형동(쑥쑥어린이집 부근),4,4,0,0,2,2,33.48739559,126.4767666
76,2013097,2012,보행어린이,50110004,제주특별자치도 제주시4,제주특별자치도 제주시 건입동(제주동초등학교 부근),6,6,0,0,5,1,33.51438623,126.5336456
77,2013097,2012,보행어린이,50110005,제주특별자치도 제주시5,제주특별자치도 제주시 이도이동(산지3교 부근),6,7,0,0,7,0,33.4961922,126.5408098
78,2013097,2012,보행어린이,50110006,제주특별자치도 제주시6,제주특별자치도 제주시 이도이동(법원사거리 부근),6,6,0,1,4,1,33.49368979,126.5368601
79,2013097,2012,보행어린이,50110007,제주특별자치도 제주시7,제주특별자치도 제주시 일도이동(소정서예학원 부근),6,6,0,1,5,0,33.50002265,126.5480713
80,2013097,2012,보행어린이,50130001,제주특별자치도 서귀포시1,제주특별자치도 서귀포시 서귀동((김약국) 부근),4,4,0,1,2,1,33.24844162,126.563385
81,2013098,2012,보행노인,11110001,서울특별시 종로구1,서울특별시 종로구 교북동(독립문_의주로_진출_1 부근),3,3,0,3,0,0,37.57193743,126.96063
82,2013098,2012,보행노인,11110002,서울특별시 종로구2,서울특별시 종로구 충신동(이화사거리 부근),5,5,0,5,0,0,37.57610432,127.0044025
83,2013098,2012,보행노인,11110003,서울특별시 종로구3,서울특별시 종로구 장사동(종묘공원 부근),6,6,0,4,1,1,37.57070618,126.9936467
84,2013098,2012,보행노인,11110004,서울특별시 종로구4,서울특별시 종로구 창신동(동묘앞역_다산로_진입 부근),6,6,1,5,0,0,37.57235887,127.0168556
85,2013098,2012,보행노인,11140001,서울특별시 중구1,서울특별시 중구 인현동1가(대림상가앞 부근),3,3,0,1,2,0,37.56637998,126.9953415
86,2013098,2012,보행노인,11140002,서울특별시 중구2,서울특별시 중구 의주로1가(청암빌딩 부근),4,4,0,3,1,0,37.55812583,126.9714998
87,2013098,2012,보행노인,11140003,서울특별시 중구3,서울특별시 중구 신당동(약수역_다산로_진출_1 부근),8,8,1,3,3,1,37.55407588,127.0105388
88,2013099,2012,자전거,27260008,대구광역시 수성구8,대구광역시 수성구 중동(중동네거리 부근),7,7,0,3,4,0,35.84139404,128.6125239
89,2013097,2012,보행어린이,47190004,경상북도 구미시4,경상북도 구미시 인의동(인동네거리 부근),4,4,0,2,2,0,36.10697535,128.4218067
90,2013097,2012,보행어린이,47850001,경상북도 칠곡군1,경상북도 칠곡군 북삼읍(동성상가빌라 부근),4,4,0,2,2,0,36.0694254,128.3499207
91,2013097,2012,보행어린이,47900001,경상북도 예천군1,경상북도 예천군 풍양면(대구가구사 부근),3,3,0,0,3,0,36.51096238,128.3002921
92,2013097,2012,보행어린이,48123001,경상남도 창원시 성산구1,경상남도 창원시 성산구 상남동(진동삼거리 부근),3,3,0,2,1,0,35.11549046,128.4878211
93,2013097,2012,보행어린이,48220001,경상남도 통영시1,경상남도 통영시 봉평동(운하여관 부근),3,3,0,3,0,0,34.83250239,128.4111864
94,2013097,2012,보행어린이,48220002,경상남도 통영시2,경상남도 통영시 무전동(LG하이프라자 부근),5,5,0,3,2,0,34.86022989,128.4251512
95,2013097,2012,보행어린이,48240001,경상남도 사천시1,경상남도 사천시 사천읍(장미꽃마을 부근),3,3,0,1,2,0,35.08281495,128.0915961
96,2013097,2012,보행어린이,48250001,경상남도 김해시1,경상남도 김해시 장유면(삼문초교삼거리 부근),3,4,0,0,4,0,35.1977017,128.80288
97,2013097,2012,보행어린이,48250002,경상남도 김해시2,경상남도 김해시 삼방동(신어초등사거리 부근),3,3,0,2,1,0,35.24453429,128.9124377
98,2013097,2012,보행어린이,48250003,경상남도 김해시3,경상남도 김해시 어방동((다솜조명백화점앞교차로) 부근),4,5,0,3,2,0,35.24308369,128.9036868
99,2013097,2012,보행어린이,48250004,경상남도 김해시4,경상남도 김해시 장유면((농협앞교차로) 부근),6,6,0,3,3,0,35.20115262,128.8118435
100,2013097,2012,보행어린이,48310001,경상남도 거제시1,경상남도 거제시 장평동(장평시장 부근),3,3,0,3,0,0,34.89320775,128.6095318
101,2013097,2012,보행어린이,48310002,경상남도 거제시2,경상남도 거제시 장평동(문화당인쇄사 부근),4,4,0,3,1,0,34.89139047,128.6154573
102,2013097,2012,보행어린이,48310003,경상남도 거제시3,경상남도 거제시 옥포동(거제불교회관 부근),5,6,0,2,4,0,34.89511721,128.6935336
103,2013097,2012,보행어린이,48310004,경상남도 거제시4,경상남도 거제시 고현동(한아름유치원 부근),5,5,0,3,2,0,34.89555333,128.629702
104,2013097,2012,보행어린이,48330001,경상남도 양산시1,경상남도 양산시 남부동(양산신도시3단지주공아파트 부근),3,3,0,1,1,1,35.33675397,129.03232
105,2013099,2012,자전거,27260007,대구광역시 수성구7,대구광역시 수성구 범어동(대구시설관리공단 부근),6,6,0,3,3,0,35.85967207,128.6239403
106,2013097,2012,보행어린이,46130002,전라남도 여수시2,전라남도 여수시 신기동(시전삼거리 부근),3,3,0,0,3,0,34.76151232,127.6741669
107,2013097,2012,보행어린이,46130003,전라남도 여수시3,전라남도 여수시 교동(LG 거명통신 부근),3,3,0,1,1,1,34.74137644,127.7329963
108,2013097,2012,보행어린이,46130004,전라남도 여수시4,전라남도 여수시 화장동(홍익예능유치원 부근),4,4,0,1,2,1,34.77250391,127.6473836
109,2013097,2012,보행어린이,46150001,전라남도 순천시1,전라남도 순천시 연향동(한소아과의원앞 부근),3,3,0,0,3,0,34.94669042,127.5271607
110,2013097,2012,보행어린이,46150002,전라남도 순천시2,전라남도 순천시 연향동(대우아파트 부근),3,3,0,0,3,0,34.94803898,127.5201429
111,2013097,2012,보행어린이,46150003,전라남도 순천시3,전라남도 순천시 해룡면(인삼당온누리약국사거리 부근),5,6,0,4,2,0,34.94707541,127.5316426
112,2013097,2012,보행어린이,46170001,전라남도 나주시1,전라남도 나주시 남내동(러브러브 부근),4,5,0,1,4,0,35.03189147,126.7200036
113,2013097,2012,보행어린이,46230001,전라남도 광양시1,전라남도 광양시 중동(성호2차 부근),3,3,0,0,3,0,34.93214023,127.6929364
114,2013097,2012,보행어린이,46230002,전라남도 광양시2,전라남도 광양시 중동(미가도 부근),3,3,0,0,3,0,34.93762426,127.6919216
115,2013097,2012,보행어린이,46230003,전라남도 광양시3,전라남도 광양시 중동(태영아파트 부근),3,3,0,1,2,0,34.93477566,127.6959974
116,2013097,2012,보행어린이,46790001,전라남도 화순군1,전라남도 화순군 화순읍(백설공주 부근),3,3,0,0,2,1,35.06113978,126.9917763
117,2013097,2012,보행어린이,47113001,경상북도 포항시 북구1,경상북도 포항시 북구 양덕동( ),3,3,0,1,1,1,36.08243431,129.4028124
118,2013097,2012,보행어린이,47113002,경상북도 포항시 북구2,경상북도 포항시 북구 창포동(산여울서예원 부근),3,3,0,2,1,0,36.06335048,129.3675906
119,2013097,2012,보행어린이,47170001,경상북도 안동시1,경상북도 안동시 목성동(안동만물 부근),3,3,0,2,1,0,36.56671121,128.727052
120,2013097,2012,보행어린이,47190001,경상북도 구미시1,경상북도 구미시 인의동(대현목재합판 부근),3,3,0,1,2,0,36.11092145,128.425435
121,2013097,2012,보행어린이,47190002,경상북도 구미시2,경상북도 구미시 형곡동(풍림아파트 부근),3,3,0,1,2,0,36.11121279,128.3353262
122,2013097,2012,보행어린이,47190003,경상북도 구미시3,경상북도 구미시 도량동(휴먼시아4단지아파트 부근),4,4,0,1,3,0,36.14112597,128.316916
123,2013097,2012,보행어린이,44230001,충청남도 논산시1,충청남도 논산시 강산동(논산중앙방방 부근),3,3,0,1,2,0,36.19197654,127.0907321
124,2013097,2012,보행어린이,44250001,충청남도 계룡시1,충청남도 계룡시 엄사면(성원아파트 부근),3,3,0,1,2,0,36.28659687,127.2413711
125,2013097,2012,보행어린이,44790001,충청남도 청양군1,충청남도 청양군 청양읍(읍내사거리 부근),4,5,0,3,1,1,36.45253388,126.8033866
126,2013097,2012,보행어린이,45111001,전라북도 전주시 완산구1,전라북도 전주시 완산구 서서학동(보람문구 부근),3,3,0,1,2,0,35.80303507,127.150022
127,2013097,2012,보행어린이,45111002,전라북도 전주시 완산구2,전라북도 전주시 완산구 서신동(그린놀이방 부근),4,4,0,0,4,0,35.83098853,127.1125136
128,2013097,2012,보행어린이,45113001,전라북도 전주시 덕진구1,전라북도 전주시 덕진구 인후동1가(대게나라 부근),5,5,0,2,3,0,35.82625352,127.1652447
129,2013097,2012,보행어린이,45130001,전라북도 군산시1,전라북도 군산시 수송동(서울정형외과의원 부근),4,5,0,2,3,0,35.97056645,126.7152231
130,2013097,2012,보행어린이,45140001,전라북도 익산시1,전라북도 익산시 남중동(북부시장사거리 부근),4,4,0,1,2,1,35.95329148,126.9590666
131,2013097,2012,보행어린이,45140002,전라북도 익산시2,전라북도 익산시 부송동((우미아파트101동) 부근),5,5,0,0,5,0,35.95808422,126.9928171
132,2013097,2012,보행어린이,45140003,전라북도 익산시3,전라북도 익산시 영등동((성문교회) 부근),5,6,0,3,3,0,35.95807653,126.9768324
133,2013097,2012,보행어린이,45190001,전라북도 남원시1,전라북도 남원시 도통동(영진약국 부근),3,5,0,0,5,0,35.41803015,127.3982105
134,2013097,2012,보행어린이,45210001,전라북도 김제시1,전라북도 김제시 신풍동(남도갈비 부근),3,3,0,1,2,0,35.8041786,126.8960506
135,2013097,2012,보행어린이,45210002,전라북도 김제시2,전라북도 김제시 신풍동(터미널사거리 부근),3,5,0,2,3,0,35.80184725,126.8907015
136,2013097,2012,보행어린이,46110001,전라남도 목포시1,전라남도 목포시 연산동((국제열쇠) 부근),3,3,0,1,1,1,34.81067706,126.3878909
137,2013097,2012,보행어린이,46110002,전라남도 목포시2,전라남도 목포시 동명동((아라문구사) 부근),3,3,0,3,0,0,34.80402708,126.4069499
138,2013097,2012,보행어린이,46110003,전라남도 목포시3,전라남도 목포시 상동((하당새싹1길비파나무3길) 부근),4,4,0,3,0,1,34.80625324,126.4203973
139,2013097,2012,보행어린이,46130001,전라남도 여수시1,전라남도 여수시 여서동(부영아파트 부근),3,3,0,0,3,0,34.74913965,127.7025205
140,2013097,2012,보행어린이,41630001,경기도 양주시1,경기도 양주시 광사동(소반천A 부근),3,3,0,2,1,0,37.79700908,127.080122
141,2013097,2012,보행어린이,42130001,강원도 원주시1,강원도 원주시 단계동(삼익아파트 부근),3,4,0,1,3,0,37.35131548,127.9288357
142,2013097,2012,보행어린이,42130002,강원도 원주시2,강원도 원주시 단계동(합동청사 사거리 부근),3,4,0,2,2,0,37.34378755,127.93399
143,2013097,2012,보행어린이,42150001,강원도 강릉시1,강원도 강릉시 포남동((송정아파트앞교차로) 부근),3,4,0,1,3,0,37.77117297,128.9160586
144,2013097,2012,보행어린이,42170001,강원도 동해시1,강원도 동해시 쇄운동(청운문구완구랜드 부근),4,4,0,2,2,0,37.48548175,129.1047813
145,2013097,2012,보행어린이,42210001,강원도 속초시1,강원도 속초시 조양동(이기호가정의학과 부근),3,3,0,1,2,0,38.1901367,128.5973406
146,2013097,2012,보행어린이,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동((용성초등학교) 부근),3,3,0,2,1,0,36.62386518,127.5164885
147,2013097,2012,보행어린이,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 탑동((굿모닝메디칼) 부근),4,6,0,3,3,0,36.63105628,127.5021858
148,2013097,2012,보행어린이,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 개신동((구룡1로구룡로) 부근),4,4,0,1,2,1,36.62053973,127.4457038
149,2013097,2012,보행어린이,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 가경동((감나무골로감나무골1로) 부근),4,4,0,1,3,0,36.61689308,127.4431131
150,2013097,2012,보행어린이,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 분평동((분평주공2단지아파트201동) 부근),4,5,0,1,4,0,36.61209302,127.4926979
151,2013097,2012,보행어린이,43130001,충청북도 충주시1,충청북도 충주시 칠금동(예지의원 부근),3,4,0,1,3,0,36.98459738,127.9222677
152,2013097,2012,보행어린이,43150001,충청북도 제천시1,충청북도 제천시 장락동((천일베리굿아파트103동) 부근),4,4,0,2,2,0,37.15498715,128.2253649
153,2013097,2012,보행어린이,43710001,충청북도 청원군1,충청북도 청원군 내수읍(진흥아파트 부근),3,3,0,2,0,1,36.72198801,127.5354027
154,2013097,2012,보행어린이,43740001,충청북도 영동군1,충청북도 영동군 영동읍(중앙사거리 부근),4,4,0,3,1,0,36.17507298,127.7792507
155,2013097,2012,보행어린이,44210001,충청남도 서산시1,충청남도 서산시 석림동(어린이보호구역 부근),3,3,0,2,1,0,36.77193554,126.4637569
156,2013099,2012,자전거,27260006,대구광역시 수성구6,대구광역시 수성구 범어동(수성구청B 부근),6,6,0,2,4,0,35.8592574,128.6305253
157,2013098,2012,보행노인,28200002,인천광역시 남동구2,인천광역시 남동구 구월동(예인빌라 부근),6,6,0,4,2,0,37.45495382,126.7219925
158,2013098,2012,보행노인,28237001,인천광역시 부평구1,인천광역시 부평구 부개동(송신고가교 부근),3,3,0,2,0,1,37.48731278,126.7394453
159,2013098,2012,보행노인,28237002,인천광역시 부평구2,인천광역시 부평구 갈산동(신트리공원사거리 부근),3,3,0,3,0,0,37.50732036,126.725726
160,2013098,2012,보행노인,28237003,인천광역시 부평구3,인천광역시 부평구 산곡동(부동산마을 부근),3,4,0,3,1,0,37.50431144,126.7014238
161,2013098,2012,보행노인,28237004,인천광역시 부평구4,인천광역시 부평구 산곡동(마장초등학교 부근),4,4,0,3,1,0,37.50609145,126.7089372
162,2013098,2012,보행노인,28237005,인천광역시 부평구5,인천광역시 부평구 산곡동(산곡주유소(현대오일뱅크) 부근),4,6,2,3,1,0,37.49077708,126.7052994
163,2013098,2012,보행노인,28237006,인천광역시 부평구6,인천광역시 부평구 부평동(한샘대리점 부근),5,5,0,2,2,1,37.49679564,126.7240623
164,2013098,2012,보행노인,28245001,인천광역시 계양구1,인천광역시 계양구 계산동(계양지하차도 부근),3,3,0,2,1,0,37.53597674,126.7343335
165,2013098,2012,보행노인,28245002,인천광역시 계양구2,인천광역시 계양구 효성동(SK텔레콤 부근),3,3,0,2,1,0,37.53379695,126.7100255
166,2013098,2012,보행노인,28260001,인천광역시 서구1,인천광역시 서구 가좌동(새마을금고 부근),2,4,4,0,0,0,37.49515875,126.6825474
167,2013098,2012,보행노인,28260002,인천광역시 서구2,인천광역시 서구 불로동(퀸스타운길훈아파트 부근),3,4,1,3,0,0,37.61443277,126.6864678
168,2013098,2012,보행노인,28710001,인천광역시 강화군1,인천광역시 강화군 강화읍(알미골삼거리 부근),3,3,1,1,1,0,37.74223852,126.4919346
169,2013098,2012,보행노인,29110001,광주광역시 동구1,광주광역시 동구 대인동(대인교차로 부근),3,3,0,2,1,0,35.15582083,126.9119019
170,2013098,2012,보행노인,29110002,광주광역시 동구2,광주광역시 동구 호남동(중앙대교종점 부근),3,3,0,2,1,0,35.1472101,126.9113521
171,2013098,2012,보행노인,29110003,광주광역시 동구3,광주광역시 동구 금남로1가(까꿍 부근),3,3,0,2,1,0,35.14819462,126.9181997
172,2013098,2012,보행노인,29110004,광주광역시 동구4,광주광역시 동구 학동(서현메카성형외과 부근),4,4,0,1,3,0,35.14140758,126.9211555
173,2013098,2012,보행노인,29110005,광주광역시 동구5,광주광역시 동구 대인동(광주상호신용금고 부근),4,4,0,2,2,0,35.15183043,126.913923
174,2013098,2012,보행노인,27230005,대구광역시 북구5,대구광역시 북구 읍내동(칠곡네거리 부근),5,7,0,5,1,1,35.93370776,128.5490338
