"응답자특성별(1)","응답자특성별(2)",성별(1),2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"응답자특성별(1)","응답자특성별(2)",성별(1),분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차
"지역별","인천",여학생,2442,18.1,1.1,2333,14.3,1.2,2065,14.4,1.6,2145,11.1,1.5,2029,11.0,1.2,1743,11.5,1.9,1753,9.9,1.3,1622,11.4,1.4,1596,14.9,1.7,1429,10.9,1.6,1388,8.0,1.0,1553,8.3,0.9
"지역별","광주",전체,4024,16.9,1.7,3309,16.0,0.9,3149,16.2,1.3,3002,13.5,1.6,3072,14.8,1.2,2850,16.7,1.8,2676,13.5,1.1,2441,15.3,1.2,2441,17.8,1.0,2296,12.5,0.9,2069,12.2,1.0,2197,11.4,0.9
"지역별","광주",남학생,2149,19.8,3.2,1714,19.2,1.3,1689,20.1,2.0,1589,17.8,2.3,1544,18.0,2.2,1364,20.7,2.7,1310,14.2,1.3,1156,17.1,1.8,1148,18.8,1.8,1109,13.2,1.3,986,13.2,1.9,1106,11.6,1.5
"지역별","광주",여학생,1875,13.8,1.2,1595,12.5,0.8,1460,12.0,1.5,1413,8.9,0.9,1528,11.4,1.4,1486,12.4,1.7,1366,12.8,1.5,1285,13.4,1.5,1293,16.7,1.5,1187,11.7,0.9,1083,11.2,1.2,1091,11.0,1.3
"지역별","대전",전체,3874,20.8,0.9,3003,21.4,1.1,2975,19.4,1.1,2947,16.0,1.2,2966,15.8,1.4,2656,15.4,1.3,2682,13.1,1.0,2377,15.7,0.9,2273,16.1,1.6,2184,15.8,1.1,2069,11.5,1.0,2101,10.0,0.9
"지역별","대전",남학생,2110,22.7,1.9,1554,24.9,1.6,1694,22.0,2.2,1498,20.2,1.8,1454,19.1,2.2,1321,19.9,2.2,1360,15.2,1.3,1248,17.4,2.0,1217,18.4,2.3,1218,17.7,1.8,1127,14.3,1.4,1155,12.8,1.4
"지역별","대전",여학생,1764,18.7,2.0,1449,17.5,1.4,1281,16.6,1.2,1449,11.3,1.3,1512,12.2,1.2,1335,10.5,1.2,1322,10.8,1.5,1129,14.0,1.6,1056,13.6,1.6,966,13.7,1.2,942,8.4,1.1,946,6.8,1.0
"지역별","울산",전체,3478,22.2,1.1,2913,20.3,1.1,2518,19.2,1.3,2486,16.7,1.1,2449,16.4,1.6,2218,18.3,1.6,2114,12.8,1.0,2121,16.5,1.1,1943,17.7,1.3,1844,16.6,1.4,1779,12.3,1.7,1774,13.2,1.1
"지역별","울산",남학생,2170,24.3,1.1,1453,22.0,1.3,1329,22.7,2.3,1314,19.3,2.0,1179,19.7,2.9,997,21.8,2.0,1080,13.5,1.2,1014,18.5,1.7,1043,18.4,1.5,1070,18.3,1.7,975,14.3,1.9,971,15.8,1.7
"지역별","울산",여학생,1308,19.8,1.6,1460,18.2,1.6,1189,15.2,2.1,1172,13.7,1.9,1270,12.7,1.9,1221,14.4,1.9,1034,12.0,1.5,1107,14.3,1.5,900,16.8,2.1,774,14.7,2.3,804,10.1,2.1,803,10.5,1.3
